REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_TYPE,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",S_ENT_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",S_ENT_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,S_GI_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,S_GI_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GERIATRIC CARE,S_GER_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GERIATRIC CARE,S_GER_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,S_NEUR_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,S_NEUR_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,S_ORTH_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,S_ORTH_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,PULMONOLOGY,S_PULM_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,PULMONOLOGY,S_PULM_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,S_URO_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,S_URO_DHRE_D2HSCR,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME OVERALL SCORE (USED FOR SPECIALTY SCORE),Discharge to Home Overall Score (used for specialty score) (Outcomes),Discharge to Home Overall Score (used for specialty score) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,S_OBGYN_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score,Discharge to Home Score,,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CANCER,S_CAN_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,S_CAN_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,S_ENDO_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,S_ENDO_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",S_ENT_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",S_ENT_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,S_GI_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,S_GI_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GERIATRIC CARE,S_GER_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GERIATRIC CARE,S_GER_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,S_NEUR_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,S_NEUR_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,S_ORTH_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,S_ORTH_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,PULMONOLOGY,S_PULM_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,PULMONOLOGY,S_PULM_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,S_URO_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,S_URO_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),Discharge to Home Score (Outcomes),,N/A,DECIMAL_0,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,S_OBGYN_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data),Discharge-to-Home Predicted Value (Fee-for-Service Data),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,S_CAN_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,S_ENDO_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",S_ENT_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,S_GI_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GERIATRIC CARE,S_GER_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,S_NEUR_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,S_ORTH_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,PULMONOLOGY,S_PULM_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,S_URO_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,S_OBGYN_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data),,N/A,DECIMAL_2,LOWER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,S_CAN_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,LOWER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,LOWER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,S_ENDO_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,LOWER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",S_ENT_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,LOWER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,S_GI_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,LOWER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GERIATRIC CARE,S_GER_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,LOWER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,S_NEUR_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,LOWER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,S_ORTH_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,LOWER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,PULMONOLOGY,S_PULM_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,LOWER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,S_URO_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),,N/A,DECIMAL_2,LOWER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,NEUROLOGY AND NEUROSURGERY,M_NEUR_SVC_ASC,PATIENT SERVICES,ALZHEIMER'S CENTER,Alzheimer's Center (Structure),Alzheimer's Center (Structure),,N/A,STRING,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,NEUROLOGY AND NEUROSURGERY,M_NEUR_SVC_ASC,PATIENT SERVICES,ALZHEIMER'S CENTER,Alzheimer's Center (Structure),Alzheimer's Center (Structure),,N/A,STRING,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,NEUROLOGY AND NEUROSURGERY,M_NEUR_ADV_DRS,ADVANCED TECHNOLOGIES,DIAGNOSTIC RADIOISOTOPE SERVICES,Diagnostic Radioisotope Services (Structure),Diagnostic Radioisotope Services (Structure),,N/A,STRING,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,NEUROLOGY AND NEUROSURGERY,M_NEUR_ADV_DRS,ADVANCED TECHNOLOGIES,DIAGNOSTIC RADIOISOTOPE SERVICES,Diagnostic Radioisotope Services (Structure),Diagnostic Radioisotope Services (Structure),,N/A,STRING,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,NEUROLOGY AND NEUROSURGERY,M_NEUR_DHRE_OVERALL,DISCHARGE TO HOME - RANDOM EFFECTS,OVERALL,Discharge to Home - Random Effects (Outcomes),Discharge to Home - Random Effects (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,NEUROLOGY AND NEUROSURGERY,M_NEUR_DHRE_OVERALL,DISCHARGE TO HOME - RANDOM EFFECTS,OVERALL,Discharge to Home - Random Effects (Outcomes),Discharge to Home - Random Effects (Outcomes),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,NEUROLOGY AND NEUROSURGERY,M_NEUR_NDEC_OVERALL,NAEC-DESIGNATED EPILEPSY CENTER,OVERALL,NAEC-designated epilepsy center (Structure),NAEC-designated epilepsy center (Structure),,N/A,STRING,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,NEUROLOGY AND NEUROSURGERY,M_NEUR_NDEC_OVERALL,NAEC-DESIGNATED EPILEPSY CENTER,OVERALL,NAEC-designated epilepsy center (Structure),NAEC-designated epilepsy center (Structure),,N/A,STRING,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,NEUROLOGY AND NEUROSURGERY,M_NEUR_NDASC_OVERALL,NIA-DESIGNATED ALZHEIMER'S CENTER,OVERALL,NIA-designated Alzheimer's Center (Structure),NIA-designated Alzheimer's Center (Structure),,N/A,STRING,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,NEUROLOGY AND NEUROSURGERY,M_NEUR_NDASC_OVERALL,NIA-DESIGNATED ALZHEIMER'S CENTER,OVERALL,NIA-designated Alzheimer's Center (Structure),NIA-designated Alzheimer's Center (Structure),,N/A,STRING,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,S_OBGYN_EXPOP_EORV,EXPERT OPINION WITH SPECIALISTS,EXPERT OPINION - RX VALUE (WEIGHTED SCORE),Expert Opinion - Rx Value (weighted score),Expert Opinion - Rx Value (weighted score),,N/A,DECIMAL_2,HIGHER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CANCER,S_CAN_EXPOP_EORV,EXPERT OPINION WITH SPECIALISTS,EXPERT OPINION - RX VALUE (WEIGHTED SCORE),Expert Opinion - Rx Value (weighted score) (Process),Expert Opinion - Rx Value (weighted score) (Process),,N/A,DECIMAL_2,HIGHER,,,,
