REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_MORTALITY_RANDOM_EFFECTS_MEDICARE_ADVANTAGE_DATA,MORTALITY,MORTALITY RANDOM EFFECTS (MEDICARE ADVANTAGE DATA) (OUTCOMES),Mortality Random Effects (Medicare Advantage Data) (Outcomes),Hospital-specific random-effects (shrunken) estimate for risk-adjusted 30-day mortality among Medicare patients. Medicare Advantage data only.,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_MORTALITY_RANDOM_EFFECTS,MORTALITY,MORTALITY RANDOM EFFECTS (OUTCOMES),Mortality Random Effects (Outcomes),Hospital-specific random-effects (shrunken) estimate for risk-adjusted 30-day mortality among Medicare patients.,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_MORTALITY_RANDOM_EFFECTS,MORTALITY,MORTALITY RANDOM EFFECTS (OUTCOMES),Mortality Random Effects (Outcomes),Hospital-specific random-effects (shrunken) estimate for risk-adjusted 30-day mortality among Medicare patients.,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_MORTALITY_RANDOM_EFFECTS_STANDARD_ERROR_FEE_FOR_SERVICE_AND_MEDICARE_ADVANTAGE_DATA,MORTALITY,MORTALITY RANDOM EFFECTS STANDARD ERROR (FEE-FOR-SERVICE & MEDICARE ADVANTAGE DATA) (OUTCOMES),Mortality Random Effects Standard Error (Fee-For-Service & Medicare Advantage Data) (Outcomes),Standard error of the hospital random-effects estimate for risk-adjusted 30-day mortality among Medicare patients. Medicare FFS + Medicare Advantage data.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_MORTALITY_RANDOM_EFFECTS_STANDARD_ERROR_FEE_FOR_SERVICE_DATA,MORTALITY,MORTALITY RANDOM EFFECTS STANDARD ERROR (FEE-FOR-SERVICE DATA) (OUTCOMES),Mortality Random Effects Standard Error (Fee-For-Service Data) (Outcomes),Standard error of the hospital random-effects estimate for risk-adjusted 30-day mortality among Medicare patients. Medicare fee-for-service data only.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_MORTALITY_RANDOM_EFFECTS_STANDARD_ERROR_MEDICARE_ADVANTAGE_DATA,MORTALITY,MORTALITY RANDOM EFFECTS STANDARD ERROR (MEDICARE ADVANTAGE DATA) (OUTCOMES),Mortality Random Effects Standard Error (Medicare Advantage Data) (Outcomes),Standard error of the hospital random-effects estimate for risk-adjusted 30-day mortality among Medicare patients. Medicare Advantage data only.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_MORTALITY_SCORE,MORTALITY,MORTALITY SCORE (OUTCOMES),Mortality Score (Outcomes),Points contributed to the U.S. News score for risk-adjusted 30-day mortality among Medicare patients.,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_MORTALITY_STANDARD_ERROR,MORTALITY,MORTALITY STANDARD ERROR (OUTCOMES),Mortality Standard Error (Outcomes),Standard error of the estimate for risk-adjusted 30-day mortality among Medicare patients.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NUMBER_OF_PATIENTS_FEE_FOR_SERVICE_AND_MEDICARE_ADVANTAGE_DATA,NUMBER OF PATIENTS,NUMBER OF PATIENTS (FEE-FOR-SERVICE & MEDICARE ADVANTAGE DATA) (STRUCTURE),Number of Patients (Fee-For-Service & Medicare Advantage Data) (Structure),Medicare patient volume for this procedure/condition. Medicare FFS + Medicare Advantage data.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NUMBER_OF_PATIENTS_FEE_FOR_SERVICE_DATA,NUMBER OF PATIENTS,NUMBER OF PATIENTS (FEE-FOR-SERVICE DATA) (STRUCTURE),Number of Patients (Fee-For-Service Data) (Structure),Medicare patient volume for this procedure/condition. Medicare fee-for-service data only.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NUMBER_OF_PATIENTS_MEDICARE_ADVANTAGE_DATA,NUMBER OF PATIENTS,NUMBER OF PATIENTS (MEDICARE ADVANTAGE DATA) (STRUCTURE),Number of Patients (Medicare Advantage Data) (Structure),Medicare patient volume for this procedure/condition. Medicare Advantage data only.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NUMBER_OF_PATIENTS_BAND_FEE_FOR_SERVICE_AND_MEDICARE_ADVANTAGE_DATA,NUMBER OF PATIENTS,NUMBER OF PATIENTS BAND (FEE-FOR-SERVICE & MEDICARE ADVANTAGE DATA) (STRUCTURE),Number of Patients Band (Fee-For-Service & Medicare Advantage Data) (Structure),Categorical performance band for medicare patient volume for this procedure/condition. Medicare FFS + Medicare Advantage data.,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NUMBER_OF_PATIENTS_SCORE_FEE_FOR_SERVICE_AND_MEDICARE_ADVANTAGE_DATA,NUMBER OF PATIENTS,NUMBER OF PATIENTS SCORE (FEE-FOR-SERVICE & MEDICARE ADVANTAGE DATA) (STRUCTURE),Number of Patients Score (Fee-For-Service & Medicare Advantage Data) (Structure),Points contributed to the U.S. News score for medicare patient volume for this procedure/condition. Medicare FFS + Medicare Advantage data.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NURSE_STAFFING_AND_COMMUNICATION_BAND,NURSE STAFFING AND COMMUNICATION,NURSE STAFFING AND COMMUNICATION BAND (PROCESS),Nurse Staffing And Communication Band (Process),Categorical performance band for composite of nurse staffing level and HCAHPS nurse communication.,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NURSE_STAFFING_AND_COMMUNICATION_SCORE,NURSE STAFFING AND COMMUNICATION,NURSE STAFFING AND COMMUNICATION SCORE (PROCESS),Nurse Staffing And Communication Score (Process),Points contributed to the U.S. News score for composite of nurse staffing level and HCAHPS nurse communication.,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NURSE_STAFFING_BAND,NURSE STAFFING AND COMMUNICATION,NURSE STAFFING BAND (STRUCTURE),Nurse Staffing Band (Structure),Categorical performance band for nurse staffing level relative to patient volume.,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NURSE_STAFFING_BAND,NURSE STAFFING AND COMMUNICATION,NURSE STAFFING BAND (STRUCTURE),Nurse Staffing Band (Structure),Categorical performance band for nurse staffing level relative to patient volume.,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NURSE_STAFFING_RATIO,NURSE STAFFING AND COMMUNICATION,NURSE STAFFING RATIO (PROCESS),Nurse Staffing Ratio (Process),Nurse staffing ratio (nursing staff relative to patient volume).,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NURSE_STAFFING_RATIO,NURSE STAFFING AND COMMUNICATION,NURSE STAFFING RATIO (STRUCTURE),Nurse Staffing Ratio (Structure),Nurse staffing ratio (nursing staff relative to patient volume).,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_NURSE_STAFFING_RATIO,NURSE STAFFING AND COMMUNICATION,NURSE STAFFING RATIO (STRUCTURE),Nurse Staffing Ratio (Structure),Nurse staffing ratio (nursing staff relative to patient volume).,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_OBSERVED_DEATHS,OBSERVED DEATHS,OBSERVED DEATHS (OUTCOMES),Observed Deaths (Outcomes),Observed number of deaths within the measurement window.,,DECIMAL_0,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_OBSERVED_DEATHS,OBSERVED DEATHS,OBSERVED DEATHS (OUTCOMES),Observed Deaths (Outcomes),Observed number of deaths within the measurement window.,,DECIMAL_0,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_OBSERVED_GIVING_PATIENTS_TIME_AT_HOME,GIVING PATIENTS TIME AT HOME,OBSERVED GIVING PATIENTS TIME AT HOME (OUTCOMES),Observed Giving Patients Time at Home (Outcomes),Observed days alive and at home after discharge.,,,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_OBSERVED_LENGTH_OF_STAY,LENGTH OF STAY,OBSERVED LENGTH OF STAY (OUTCOMES),Observed Length of Stay (Outcomes),Observed hospital length of stay.,,DECIMAL_0,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_OBSERVED_LENGTH_OF_STAY,LENGTH OF STAY,OBSERVED LENGTH OF STAY (OUTCOMES),Observed Length of Stay (Outcomes),Observed hospital length of stay.,,DECIMAL_0,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_OBSERVED_NUMBER_OF_PATIENT_DISCHARGED_TO_A_LOCATION_OTHER_THAN_HOME,OBSERVED NUMBER OF PATIENT DISCHARGED TO A LOCATION OTHER THAN HOME,OBSERVED NUMBER OF PATIENT DISCHARGED TO A LOCATION OTHER THAN HOME (OUTCOMES),Observed Number of Patient Discharged to a Location Other than Home (Outcomes),Observed number of patients discharged to a location other than home.,,DECIMAL_0,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_OBSERVED_NUMBER_OF_PATIENT_DISCHARGED_TO_A_LOCATION_OTHER_THAN_HOME,OBSERVED NUMBER OF PATIENT DISCHARGED TO A LOCATION OTHER THAN HOME,OBSERVED NUMBER OF PATIENT DISCHARGED TO A LOCATION OTHER THAN HOME (OUTCOMES),Observed Number of Patient Discharged to a Location Other than Home (Outcomes),Observed number of patients discharged to a location other than home.,,DECIMAL_0,,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_OBSERVED_READMISSIONS,READMISSIONS,OBSERVED READMISSIONS (OUTCOMES),Observed Readmissions (Outcomes),Observed number of unplanned 30-day readmissions.,,DECIMAL_0,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_OBSERVED_READMISSIONS,READMISSIONS,OBSERVED READMISSIONS (OUTCOMES),Observed Readmissions (Outcomes),Observed number of unplanned 30-day readmissions.,,DECIMAL_0,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_OVERALL_HCAHPS_BAND,PATIENT EXPERIENCE,OVERALL HCAHPS BAND (PROCESS),Overall HCAHPS Band (Process),Categorical performance band for overall patient experience (HCAHPS).,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENT_EXPERIENCE_BAND,PATIENT EXPERIENCE,PATIENT EXPERIENCE BAND (PROCESS),Patient Experience Band (Process),Categorical performance band for overall patient experience (HCAHPS).,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENT_EXPERIENCE_LINEAR_SCORE_HCAHPS,PATIENT EXPERIENCE,PATIENT EXPERIENCE LINEAR SCORE (HCAHPS) (PROCESS),Patient Experience Linear Score (HCAHPS) (Process),HCAHPS linear mean score for overall patient experience (HCAHPS). From HCAHPS survey.,,PERCENT_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENT_EXPERIENCE_SCORE,PATIENT EXPERIENCE,PATIENT EXPERIENCE SCORE (PROCESS),Patient Experience Score (Process),Points contributed to the U.S. News score for overall patient experience (HCAHPS).,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENT_EXPERIENCE_WITH_NURSING_CARE_LINEAR_SCORE_HCAHPS,PATIENT EXPERIENCE,PATIENT EXPERIENCE WITH NURSING CARE LINEAR SCORE (HCAHPS) (PROCESS),Patient Experience with Nursing Care Linear Score (HCAHPS) (Process),HCAHPS linear mean score for patient-reported experience with nursing care (HCAHPS nurse communication). From HCAHPS survey.,,PERCENT_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENT_VOLUME,PATIENT VOLUME,PATIENT VOLUME (STRUCTURE),Patient Volume (Structure),Medicare patient volume for this procedure/condition.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENT_VOLUME,PATIENT VOLUME,PATIENT VOLUME (STRUCTURE),Patient Volume (Structure),Medicare patient volume for this procedure/condition.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_CONSIDERED_FOR_DISCHARGE_TO_HOME_OUTCOMES_ANALYSES,DISCHARGE TO HOME,PATIENTS CONSIDERED FOR DISCHARGE-TO-HOME OUTCOMES ANALYSES (OUTCOMES),Patients Considered for Discharge-to-Home Outcomes Analyses (Outcomes),Number of eligible patients included in the discharge-to-home outcome analysis.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_CONSIDERED_FOR_MORTALITY_OUTCOMES_ANALYSES,MORTALITY,PATIENTS CONSIDERED FOR MORTALITY OUTCOMES ANALYSES (OUTCOMES),Patients Considered for Mortality Outcomes Analyses (Outcomes),Number of eligible patients included in the mortality outcome analysis.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_CONSIDERED_FOR_PROLONGED_HOSPITALIZATIONS_OUTCOMES_ANALYSES,PROLONGED HOSPITALIZATIONS,PATIENTS CONSIDERED FOR PROLONGED HOSPITALIZATIONS OUTCOMES ANALYSES (OUTCOMES),Patients considered for prolonged hospitalizations Outcomes analyses (Outcomes),Number of eligible patients included in the prolonged-hospitalization outcome analysis.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_CONSIDERED_FOR_READMISSION_OUTCOMES_ANALYSES,PATIENTS CONSIDERED FOR READMISSION OUTCOMES ANALYSES,PATIENTS CONSIDERED FOR READMISSION OUTCOMES ANALYSES (OUTCOMES),Patients considered for readmission Outcomes analyses (Outcomes),Number of eligible patients included in the readmission outcome analysis.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_DISCHARGED_HOME_BAND,PATIENTS DISCHARGED HOME,PATIENTS DISCHARGED HOME BAND (OUTCOMES),Patients Discharged Home Band (Outcomes),Categorical performance band for discharge directly to home rather than to another facility.,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_DISCHARGED_HOME_DENOMINATOR,PATIENTS DISCHARGED HOME,PATIENTS DISCHARGED HOME DENOMINATOR (OUTCOMES),Patients Discharged Home Denominator (Outcomes),Number of eligible cases (denominator) for discharge directly to home rather than to another facility.,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_DISCHARGED_HOME_ODDS_RATIO,PATIENTS DISCHARGED HOME,PATIENTS DISCHARGED HOME ODDS RATIO (OUTCOMES),Patients Discharged Home Odds Ratio (Outcomes),Risk-adjusted odds ratio for discharge directly to home rather than to another facility.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_DISCHARGED_HOME_PREDICTED_VALUE,PATIENTS DISCHARGED HOME,PATIENTS DISCHARGED HOME PREDICTED VALUE (OUTCOMES),Patients Discharged Home Predicted Value (Outcomes),Model-predicted (expected) value for discharge directly to home rather than to another facility.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_DISCHARGED_HOME_RANDOM_EFFECTS,PATIENTS DISCHARGED HOME,PATIENTS DISCHARGED HOME RANDOM EFFECTS (OUTCOMES),Patients Discharged Home Random Effects (Outcomes),Hospital-specific random-effects (shrunken) estimate for discharge directly to home rather than to another facility.,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_DISCHARGED_HOME_RANDOM_EFFECTS_STANDARD_ERROR,PATIENTS DISCHARGED HOME,PATIENTS DISCHARGED HOME RANDOM EFFECTS STANDARD ERROR (OUTCOMES),Patients Discharged Home Random Effects Standard Error (Outcomes),Standard error of the hospital random-effects estimate for discharge directly to home rather than to another facility.,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_DISCHARGED_HOME_SCORE,PATIENTS DISCHARGED HOME,PATIENTS DISCHARGED HOME SCORE (OUTCOMES),Patients Discharged Home Score (Outcomes),Points contributed to the U.S. News score for discharge directly to home rather than to another facility.,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_DISCHARGED_NOT_TO_HOME_EVENT_COUNT,PATIENTS DISCHARGED NOT TO HOME,PATIENTS DISCHARGED NOT TO HOME EVENT COUNT (OUTCOMES),Patients Discharged Not to Home Event Count (Outcomes),Observed event count for discharge to a setting other than home.,,DECIMAL_0,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_RECOVER_AT_HOME_AVERAGE_DAYS,PATIENTS RECOVER AT HOME,PATIENTS RECOVER AT HOME AVERAGE DAYS (OUTCOMES),Patients Recover at Home Average Days (Outcomes),Average number of days for patients recovering at home after discharge (home time).,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_RECOVER_AT_HOME_BAND,PATIENTS RECOVER AT HOME,PATIENTS RECOVER AT HOME BAND (OUTCOMES),Patients Recover at Home Band (Outcomes),Categorical performance band for patients recovering at home after discharge (home time).,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_RECOVER_AT_HOME_DENOMINATOR,PATIENTS RECOVER AT HOME,PATIENTS RECOVER AT HOME DENOMINATOR (OUTCOMES),Patients Recover at Home Denominator (Outcomes),Number of eligible cases (denominator) for patients recovering at home after discharge (home time).,,DECIMAL_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_RECOVER_AT_HOME_EVENT_COUNT,PATIENTS RECOVER AT HOME,PATIENTS RECOVER AT HOME EVENT COUNT (OUTCOMES),Patients Recover at Home Event Count (Outcomes),Observed event count for patients recovering at home after discharge (home time).,,DECIMAL_0,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_RECOVER_AT_HOME_ODDS_RATIO,PATIENTS RECOVER AT HOME,PATIENTS RECOVER AT HOME ODDS RATIO (OUTCOMES),Patients Recover at Home Odds Ratio (Outcomes),Risk-adjusted odds ratio for patients recovering at home after discharge (home time).,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_RECOVER_AT_HOME_PREDICTED_VALUE,PATIENTS RECOVER AT HOME,PATIENTS RECOVER AT HOME PREDICTED VALUE (OUTCOMES),Patients Recover at Home Predicted Value (Outcomes),Model-predicted (expected) value for patients recovering at home after discharge (home time).,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_RECOVER_AT_HOME_RANDOM_EFFECTS,PATIENTS RECOVER AT HOME,PATIENTS RECOVER AT HOME RANDOM EFFECTS (OUTCOMES),Patients Recover at Home Random Effects (Outcomes),Hospital-specific random-effects (shrunken) estimate for patients recovering at home after discharge (home time).,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_RECOVER_AT_HOME_RANDOM_EFFECTS_STANDARD_ERROR,PATIENTS RECOVER AT HOME,PATIENTS RECOVER AT HOME RANDOM EFFECTS STANDARD ERROR (OUTCOMES),Patients Recover at Home Random Effects Standard Error (Outcomes),Standard error of the hospital random-effects estimate for patients recovering at home after discharge (home time).,,DECIMAL_2,LOWER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PATIENTS_RECOVER_AT_HOME_SCORE,PATIENTS RECOVER AT HOME,PATIENTS RECOVER AT HOME SCORE (OUTCOMES),Patients Recover at Home Score (Outcomes),Points contributed to the U.S. News score for patients recovering at home after discharge (home time).,,DECIMAL_2,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PERCENTAGE_OF_MEDICARE_PATIENTS_WHO_HAD_MEDICARE_ADVANTAGE,PERCENTAGE OF MEDICARE PATIENTS WHO HAD MEDICARE ADVANTAGE,PERCENTAGE OF MEDICARE PATIENTS WHO HAD MEDICARE ADVANTAGE (OUTCOMES),Percentage of Medicare Patients Who Had Medicare Advantage (Outcomes),Percentage of the hospital's Medicare patients enrolled in Medicare Advantage.,,PERCENT_0,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2023,2023-2024,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PREVENTION_OF_ER_VISITS_AFTER_CHEMOTHERAPY,PREVENTION OF ER VISITS AFTER CHEMOTHERAPY,PREVENTION OF ER VISITS AFTER CHEMOTHERAPY (OUTCOMES),Prevention of ER visits after chemotherapy (Outcomes),Avoiding emergency visits after outpatient chemotherapy.,,STRING,HIGHER,,,,
USNWR - ADULT PROCEDURES AND CONDITIONS,7/1/2024,2024-2025,MEASURE,LUNG CANCER SURGERY,LUNG_CANCER_SURGERY_PREVENTION_OF_ER_VISITS_AFTER_CHEMOTHERAPY,PREVENTION OF ER VISITS AFTER CHEMOTHERAPY,PREVENTION OF ER VISITS AFTER CHEMOTHERAPY (OUTCOMES),Prevention of ER Visits After Chemotherapy (Outcomes),Avoiding emergency visits after outpatient chemotherapy.,,STRING,HIGHER,,,,
